Normalized X,Normalized Y
0.0,0.9906976744186047
0.008928571428571428,0.9813953488372092
0.017857142857142856,0.9767441860465116
0.026785714285714284,0.9720930232558139
0.03571428571428571,0.9674418604651163
0.044642857142857144,0.9627906976744186
0.05357142857142857,0.958139534883721
0.0625,0.9488372093023256
0.07142857142857142,0.9441860465116279
0.08035714285714286,0.9395348837209302
0.08928571428571429,0.9348837209302325
0.09821428571428571,0.9302325581395349
0.10714285714285714,0.9255813953488372
0.11607142857142858,0.9209302325581395
0.125,0.9116279069767442
0.13392857142857142,0.9069767441860465
0.14285714285714285,0.9069767441860465
0.15178571428571427,0.8976744186046511
0.16071428571428573,0.8883720930232558
0.16964285714285715,0.8883720930232558
0.17857142857142858,0.8790697674418605
0.1875,0.8744186046511628
0.19642857142857142,0.8697674418604651
0.20535714285714285,0.8651162790697674
0.21428571428571427,0.8604651162790697
0.22321428571428573,0.8558139534883721
0.23214285714285715,0.8511627906976744
0.24107142857142858,0.8418604651162791
0.25,0.8372093023255814
0.25892857142857145,0.8325581395348837
0.26785714285714285,0.827906976744186
0.2767857142857143,0.8232558139534883
0.2857142857142857,0.8186046511627907
0.29464285714285715,0.813953488372093
0.30357142857142855,0.8046511627906977
0.3125,0.8046511627906977
0.32142857142857145,0.7953488372093023
0.33035714285714285,0.786046511627907
0.3392857142857143,0.7767441860465116
0.3482142857142857,0.7674418604651163
0.35714285714285715,0.7581395348837209
0.36607142857142855,0.7395348837209302
0.375,0.7395348837209302
0.38392857142857145,0.7162790697674418
0.39285714285714285,0.6976744186046512
0.4017857142857143,0.6790697674418604
0.4107142857142857,0.6604651162790698
0.41964285714285715,0.6186046511627907
0.42857142857142855,0.627906976744186
0.4375,0.6046511627906976
0.44642857142857145,0.5906976744186047
0.45535714285714285,0.5720930232558139
0.4642857142857143,0.5534883720930233
0.4732142857142857,0.5395348837209303
0.48214285714285715,0.5209302325581395
0.49107142857142855,0.4930232558139535
0.5,0.4930232558139535
0.5089285714285714,0.4697674418604651
0.5178571428571429,0.4511627906976744
0.5267857142857143,0.4372093023255814
0.5357142857142857,0.4232558139534884
0.5446428571428571,0.4046511627906977
0.5535714285714286,0.39069767441860465
0.5625,0.37209302325581395
0.5714285714285714,0.3581395348837209
0.5803571428571429,0.3395348837209302
0.5892857142857143,0.32558139534883723
0.5982142857142857,0.30697674418604654
0.6071428571428571,0.2930232558139535
0.6160714285714286,0.27906976744186046
0.625,0.26046511627906976
0.6339285714285714,0.24651162790697675
0.6428571428571429,0.22790697674418606
0.6517857142857143,0.20930232558139536
0.6607142857142857,0.2
0.6696428571428571,0.19069767441860466
0.6785714285714286,0.1813953488372093
0.6875,0.17209302325581396
0.6964285714285714,0.16279069767441862
0.7053571428571429,0.14883720930232558
0.7142857142857143,0.14883720930232558
0.7232142857142857,0.14883720930232558
0.7321428571428571,0.13953488372093023
0.7410714285714286,0.13488372093023257
0.75,0.13023255813953488
0.7589285714285714,0.12558139534883722
0.7678571428571429,0.12093023255813953
0.7767857142857143,0.11627906976744186
0.7857142857142857,0.11162790697674418
0.7946428571428571,0.10697674418604651
0.8035714285714286,0.10232558139534884
0.8125,0.09767441860465116
0.8214285714285714,0.09302325581395349
0.8303571428571429,0.08837209302325581
0.8392857142857143,0.07906976744186046
0.8482142857142857,0.08372093023255814
0.8571428571428571,0.06046511627906977
0.8660714285714286,0.07906976744186046
0.875,0.06046511627906977
0.8839285714285714,0.05581395348837209
0.8928571428571429,0.05116279069767442
0.9017857142857143,0.046511627906976744
0.9107142857142857,0.04186046511627907
0.9196428571428571,0.037209302325581395
0.9285714285714286,0.03255813953488372
0.9375,0.027906976744186046
0.9464285714285714,0.023255813953488372
0.9553571428571429,0.018604651162790697
0.9642857142857143,0.013953488372093023
0.9732142857142857,0.009302325581395349
0.9821428571428571,0.004651162790697674
0.9910714285714286,0.0
